t_odo p_right p_left v_right v_left
17.057 0 0 0 0
17.067 0 0 0 0
17.076 0 0 0 0
17.086 0 0 0 0
17.096 0 0 0 0
17.106 0 0 0 0
17.116 0 0 0 0
17.126 0 0 0 0
17.136 0 0 0 0
17.146 0 0 0 0
17.156 0 0 0 0
17.166 0 0 0 0
17.176 0 0 0 0
17.186 0 0 0 0
17.196 0 0 0 0
17.206 0 0 0 0
17.216 0 0 0 0
17.226 0 0 0 0
17.236 0 0 0 0
17.246 0 0 0 0
17.256 0 0 0 0
17.266 0 0 0 0
17.276 0 0 0 0
17.286 0 0 0 0
17.296 0 0 0 0
17.306 0 0 0 0
17.316 0 0 0 0
17.326 0 0 0 0
17.336 0 0 0 0
17.346 0 0 0 0
17.356 0 0 0 0
17.366 0 0 0 0
17.376 0 0 0 0
17.386 0 0 0 0
17.396 0 0 0 0
17.406 0 0 0 0
17.416 0 0 0 0
17.426 0 0 0 0
17.436 0 0 0 0
17.446 0 0 0 0
17.456 0 0 0 0
17.466 0 0 0 0
17.476 0 0 0 0
17.486 0 0 0 0
17.496 0 0 0 0
17.506 0 0 0 0
17.516 0 0 0 0
17.526 0 0 0 0
17.536 0 0 0 0
17.546 0 0 0 0
17.556 0 0 0 0
17.566 0 0 0 0
17.576 0 0 0 0
17.586 0 0 0 0
17.596 0 0 0 0
17.606 0 0 0 0
17.616 0 0 0 0
17.626 0 0 0 0
17.636 0 0 0 0
17.646 0 0 0 0
17.656 0 0 0 0
17.666 0 0 0 0
17.676 0 0 0 0
17.686 0 0 0 0
17.696 0 0 0 0
17.706 0 0 0 0
17.716 0 0 0 0
17.726 0 0 0 0
17.736 0 0 0 0
17.746 0 0 0 0
17.756 0 0 0 0
17.766 0 0 0 0
17.776 0 0 0 0
17.786 0 0 0 0
17.796 0 0 0 0
17.806 0 0 0 0
17.816 0 0 0 0
17.826 0 0 0 0
17.836 0 0 0 0
17.846 0 0 0 0
17.856 0 0 0 0
17.866 0 0 0 0
17.876 0 0 0 0
17.886 0 0 0 0
17.896 0 0 0 0
17.906 0 0 0 0
17.916 0 0 0 0
17.926 0 0 0 0
17.936 0 0 0 0
17.946 0 0 0 0
17.956 0 0 0 0
17.966 0 0 0 0
17.976 0 0 0 0
17.986 0 0 0 0
17.996 0 0 0 0
18.006 0 0 0 0
18.016 0 0 0 0
18.026 0 0 0 0
18.036 0 0 0 0
18.046 0 0 0 0
18.056 0 0 0 0
18.066 0 0 0 0
18.076 0 0 0 0
18.086 0 0 0 0
18.096 0 0 0 0
18.106 0 0 0 0
18.116 0 0 0 0
18.126 0 0 0 0
18.136 0 0 0 0
18.146 0 0 0 0
18.156 0 0 0 0
18.166 0 0 0 0
18.176 0 0 0 0
18.186 0 0 0 0
18.196 0 0 0 0
18.206 0 0 0 0
18.216 0 0 0 0
18.226 0 0 0 0
18.236 0 0 0 0
18.246 0 0 0 0
18.256 0 0 0 0
18.266 0 0 0 0
18.276 0 0 0 0
18.286 0 0 0 0
18.296 0 0 0 0
18.306 0 0 0 0
18.316 0 0 0 0
18.326 0 0 0 0
18.336 0 0 0 0
18.346 0 0 0 0
18.356 0 0 0 0
18.366 0 0 0 0
18.376 0 0 0 0
18.386 0 0 0 0
18.396 0 0 0 0
18.406 0 0 0 0
18.416 0 0 0 0
18.426 0 0 0 0
18.436 0 0 0 0
18.446 0 0 0 0
18.456 0 0 0 0
18.466 0 0 0 0
18.476 0 0 0 0
18.486 0 0 0 0
18.496 0 0 0 0
18.506 0 0 0 0
18.516 0 0 0 0
18.526 0 0 0 0
18.536 0 0 0 0
18.546 0 0 0 0
18.556 0 0 0 0
18.566 0 0 0 0
18.576 0 0 0 0
18.586 0 0 0 0
18.596 0 0 0 0
18.606 0 0 0 0
18.616 0 0 0 0
18.626 0 0 0 0
18.636 0 0 0 0
18.647 0 0 0 0
18.657 0 0 0 0
18.667 0 0 0 0
18.677 0 0 0 0
18.687 0 0 0 0
18.697 0 0 0 0
18.707 0 0 0 0
18.716 0 0 0 0
18.726 0 0 0 0
18.736 0 0 0 0
18.746 0 0 0 0
18.756 0 0 0 0
18.766 0 0 0 0
18.776 0 0 0 0
18.786 0 0 0 0
18.796 0 0 0 0
18.806 0 0 0 0
18.816 0 0 0 0
18.826 0 0 0 0
18.836 0 0 0 0
18.846 0 0 0 0
18.856 0 0 0 0
18.866 0 0 0 0
18.876 0 0 0 0
18.886 0 0 0 0
18.896 0 0 0 0
18.906 0 0 0 0
18.916 0 0 0 0
18.926 0 0 0 0
18.936 0 0 0 0
18.946 0 0 0 0
18.956 0 0 0 0
18.966 0 0 0 0
18.976 0 0 0 0
18.986 0 0 0 0
18.996 0 0 0 0
19.006 0 0 0 0
19.016 0 0 0 0
19.026 0 0 0 0
19.036 0 0 0 0
19.046 0 0 0 0
19.056 0 0 0 0
19.066 0 0 0 0
19.076 0 0 0 0
19.086 0 0 0 0
19.096 0 0 0 0
19.106 0 0 0 0
19.116 0 0 0 0
19.126 0 0 0 0
19.136 0 0 0 0
19.146 0 0 0 0
19.156 0 0 0 0
19.166 0 0 0 0
19.176 0 0 0 0
19.186 0 0 0 0
19.196 0 0 0 0
19.206 0 0 0 0
19.216 0 0 0 0
19.226 0 0 0 0
19.236 0 0 0 0
19.246 0 0 0 0
19.256 0 0 0 0
19.266 0 0 0 0
19.276 0 0 0 0
19.286 0 0 0 0
19.296 0 0 0 0
19.306 0 0 0 0
19.316 0 0 0 0
19.326 0 0 0 0
19.336 0 0 0 0
19.346 0 0 0 0
19.356 0 0 0 0
19.366 0 0 0 0
19.376 0 0 0 0
19.386 0 0 0 0
19.396 0 0 0 0
19.406 0 0 0 0
19.416 0 0 0 0
19.426 0 0 0 0
19.436 0 0 0 0
19.446 0 0 0 0
19.456 0 0 0 0
19.466 0 0 0 0
19.476 0 0 0 0
19.486 0 0 0 0
19.496 0 0 0 0
19.506 0 0 0 0
19.516 0 0 0 0
19.526 0 0 0 0
19.536 0 0 0 0
19.546 0 0 0 0
19.556 0 0 0 0
19.566 0 0 0 0
19.576 0 0 0 0
19.586 0 0 0 0
19.596 0 0 0 0
19.606 0 0 0 0
19.616 0 0 0 0
19.626 0 0 0 0
19.636 0 0 0 0
19.646 0 0 0 0
19.656 0 0 0 0
19.666 0 0 0 0
19.676 0 0 0 0
19.686 0 0 0 0
19.696 0 0 0 0
19.706 0 0 0 0
19.716 0 0 0 0
19.726 0 0 0 0
19.736 0 0 0 0
19.746 0 0 0 0
19.756 0 0 0 0
19.766 0 0 0 0
19.776 0 0 0 0
19.786 0 0 0 0
19.796 0 0 0 0
19.806 0 0 0 0
19.816 0 0 0 0
19.826 0 0 0 0
19.836 0 0 0 0
19.846 0 0 0 0
19.856 0 0 0 0
19.866 0 0 0 0
19.876 0 0 0 0
19.886 0 0 0 0
19.896 0 0 0 0
19.906 0 0 0 0
19.916 0 0 0 0
19.926 0 0 0 0
19.936 0 0 0 0
19.946 0 0 0 0
19.956 0 0 0 0
19.966 0 0 0 0
19.976 0 0 0 0
19.986 0 0 0 0
19.996 0 0 0 0
20.006 0 0 0 0
20.016 0 0 0 0
20.026 0 0 0 0
20.036 0 0 0 0
20.046 0 0 0 0
20.056 0 0 0 0
20.066 0 0 0 0
20.076 0 0 0 0
20.086 0 0 0 0
20.096 0 0 0 0
20.106 0 0 0 0
20.116 0 0 0 0
20.126 0 0 0 0
20.136 0 0 0 0
20.146 0 0 0 0
20.156 0 0 0 0
20.166 0 0 0 0
20.176 0 0 0 0
20.186 0 0 0 0
20.196 0 0 0 0
20.206 0 0 0 0
20.216 0 0 0 0
20.226 0 0 0 0
20.236 0 0 0 0
20.246 0 0 0 0
20.256 0 0 0 0
20.266 0 0 0 0
20.276 0 0 0 0
20.287 0 0 0 0
20.297 0 0 0 0
20.307 0 0 0 0
20.317 0 0 0 0
20.327 0 0 0 0
20.337 0 0 0 0
20.346 0 0 0 0
20.356 0 0 0 0
20.366 0 0 0 0
20.376 0 0 0 0
20.386 0 0 0 0
20.396 0 0 0 0
20.406 0 0 0 0
20.416 0 0 0 0
20.426 0 0 0 0
20.436 0 0 0 0
20.446 0 0 0 0
20.456 0 0 0 0
20.466 0 0 0 0
20.476 0 0 0 0
20.486 0 0 0 0
20.496 0 0 0 0
20.506 0 0 0 0
20.516 0 0 0 0
20.526 0 0 0 0
20.536 0 0 0 0
20.546 0 0 0 0
20.556 0 0 0 0
20.566 0 0 0 0
20.576 0 0 0 0
20.586 0 0 0 0
20.596 0 0 0 0
20.606 0 0 0 0
20.616 0 0 0 0
20.626 0 0 0 0
20.636 0 0 0 0
20.646 0 0 0 0
20.656 0 0 0 0
20.666 0 0 0 0
20.676 0 0 0 0
20.686 0 0 0 0
20.696 0 0 0 0
20.706 0 0 0 0
20.716 0 0 0 0
20.726 0 0 0 0
20.736 0 0 0 0
20.746 0 0 0 0
20.756 0 0 0 0
20.766 0 0 0 0
20.776 0 0 0 0
20.786 0 0 0 0
20.796 0 0 0 0
20.806 0 0 0 0
20.816 0 0 0 0
20.826 0 0 0 0
20.836 0 0 0 0
20.846 0 0 0 0
20.856 0 0 0 0
20.866 0 0 0 0
20.876 0 0 0 0
20.886 0 0 0 0
20.896 0 0 0 0
20.906 0 0 0 0
20.916 0 0 0 0
20.926 0 0 0 0
20.936 0 0 0 0
20.946 0 0 0 0
20.956 0 0 0 0
20.966 0 0 0 0
20.976 0 0 0 0
20.986 0 0 0 0
20.996 0 0 0 0
21.006 0 0 0 0
21.016 0 0 0 0
21.026 0 0 0 0
21.036 0 0 0 0
21.046 0 0 0 0
21.056 0 0 0 0
21.066 0 0 0 0
21.076 0 0 0 0
21.086 0 0 0 0
21.096 0 0 0 0
21.106 0 0 0 0
21.116 0 0 0 0
21.126 0 0 0 0
21.136 0 0 0 0
21.146 0 0 0 0
21.156 0 0 0 0
21.166 0 0 0 0
21.176 0 0 0 0
21.186 0 0 0 0
21.196 0 0 0 0
21.206 0 0 0 0
21.216 0 0 0 0
21.226 0 0 0 0
21.236 0 0 0 0
21.246 0 0 0 0
21.256 0 0 0 0
21.266 0 0 0 0
21.276 0 0 0 0
21.286 0 0 0 0
21.296 0 0 0 0
21.306 0 0 0 0
21.316 0 0 0 0
21.326 0 0 0 0
21.336 0 0 0 0
21.346 0 0 0 0
21.356 0 0 0 0
21.366 0 0 0 0
21.376 0 0 0 0
21.386 0 0 0 0
21.396 0 0 0 0
21.406 0 0 0 0
21.416 0 0 0 0
21.426 0 0 0 0
21.436 0 0 0 0
21.446 0 0 0 0
21.456 0 0 0 0
21.466 0 0 0 0
21.476 0 0 0 0
21.486 0 0 0 0
21.496 0 0 0 0
21.506 0 0 0 0
21.516 0 0 0 0
21.526 0 0 0 0
21.536 0 0 0 0
21.546 0 0 0 0
21.556 0 0 0 0
21.566 0 0 0 0
21.576 0 0 0 0
21.586 0 0 0 0
21.596 0 0 0 0
21.606 0 0 0 0
21.616 0 0 0 0
21.626 0 0 0 0
21.636 0 0 0 0
21.646 0 0 0 0
21.656 0 0 0 0
21.666 0 0 0 0
21.676 0 0 0 0
21.686 0 0 0 0
21.696 0 0 0 0
21.706 0 0 0 0
21.716 0 0 0 0
21.726 0 0 0 0
21.736 0 0 0 0
21.746 0 0 0 0
21.756 0 0 0 0
21.766 0 0 0 0
21.776 0 0 0 0
21.786 0 0 0 0
21.796 0 0 0 0
21.806 0 0 0 0
21.816 0 0 0 0
21.826 0 0 0 0
21.836 0 0 0 0
21.846 0 0 0 0
21.856 0 0 0 0
21.866 0 0 0 0
21.876 0 0 0 0
21.886 0 0 0 0
21.896 0 0 0 0
21.906 0 0 0 0
21.916 0 0 0 0
21.926 0 0 0 0
21.937 0 0 0 0
21.947 0 0 0 0
21.957 0 0 0 0
21.967 0 0 0 0
21.977 0 0 0 0
21.987 0 0 0 0
21.996 0 0 0 0
22.007 0 0 0 0
22.016 0 0 0 0
22.026 0 0 0 0
22.036 0 0 0 0
22.046 0 0 0 0
22.056 0 0 0 0
22.066 0 0 0 0
22.076 0 0 0 0
22.086 0 0 0 0
22.096 0 0 0 0
22.106 0 0 0 0
22.116 0 0 0 0
22.126 0 0 0 0
22.136 0 0 0 0
22.146 0 0 0 0
22.156 0 0 0 0
22.166 0 0 0 0
22.176 0 0 0 0
22.186 0 0 0 0
22.196 0 0 0 0
22.206 0 0 0 0
22.216 0 0 0 0
22.226 0 0 0 0
22.236 0 0 0 0
22.246 0 0 0 0
22.256 0 0 0 0
22.266 0 0 0 0
22.276 0 0 0 0
22.286 0 0 0 0
22.296 0 0 0 0
22.306 0 0 0 0
22.316 0 0 0 0
22.326 0 0 0 0
22.336 0 0 0 0
22.346 0 0 0 0
22.356 0 0 0 0
22.366 0 0 0 0
22.376 0 0 0 0
22.386 0 0 0 0
22.396 0 0 0 0
22.406 0 0 0 0
22.416 0 0 0 0
22.426 0 0 0 0
22.436 0 0 0 0
22.446 0 0 0 0
22.456 0 0 0 0
22.466 0 0 0 0
22.476 0 0 0 0
22.486 0 0 0 0
22.496 0 0 0 0
22.506 0 0 0 0
22.516 0 0 0 0
22.526 0 0 0 0
22.536 0 0 0 0
22.546 0 0 0 0
22.556 0 0 0 0
22.566 0 0 0 0
22.576 0 0 0 0
22.586 0 0 0 0
22.596 0 0 0 0
22.606 0 0 0 0
22.616 0 0 0 0
22.626 0 0 0 0
22.636 0 0 0 0
22.646 0 0 0 0
22.656 0 0 0 0
22.666 0 0 0 0
22.676 0 0 0 0
22.686 0 0 0 0
22.696 0 0 0 0
22.706 0 0 0 0
22.716 0 0 0 0
22.726 0 0 0 0
22.736 0 0 0 0
22.746 0 0 0 0
22.756 0 0 0 0
22.766 0 0 0 0
22.776 0 0 0 0
22.786 0 0 0 0
22.796 0 0 0 0
22.806 0 0 0 0
22.816 0 0 0 0
22.826 0 0 0 0
22.836 0 0 0 0
22.846 0 0 0 0
22.856 0 0 0 0
22.866 0 0 0 0
22.876 0 0 0 0
22.886 0 0 0 0
22.896 0 0 0 0
22.906 0 0 0 0
22.916 0 0 0 0
22.926 0 0 0 0
22.936 0 0 0 0
22.946 0 0 0 0
22.956 0 0 0 0
22.966 0 0 0 0
22.976 0 0 0 0
22.986 0 0 0 0
22.996 0 0 0 0
23.006 0 0 0 0
23.016 0 0 0 0
23.026 0 0 0 0
23.036 0 0 0 0
23.046 0 0 0 0
23.056 0 0 0 0
23.066 0 0 0 0
23.076 0 0 0 0
23.086 0 0 0 0
23.096 0 0 0 0
23.106 0 0 0 0
23.116 0 0 0 0
23.126 0 0 0 0
23.136 0 0 0 0
23.146 0 0 0 0
23.156 0 0 0 0
23.166 0 0 0 0
23.176 0 0 0 0
23.186 0 0 0 0
23.196 0 0 0 0
23.206 0 0 0 0
23.216 0 0 0 0
23.226 0 0 0 0
23.236 0 0 0 0
23.246 0 0 0 0
23.256 0 0 0 0
23.266 0 0 0 0
23.276 0 0 0 0
23.286 0 0 0 0
23.296 0 0 0 0
23.306 0 0 0 0
23.316 0 0 0 0
23.326 0 0 0 0
23.336 0 0 0 0
23.346 0 0 0 0
23.356 0 0 0 0
23.366 0 0 0 0
23.376 0 0 0 0
23.386 0 0 0 0
23.396 0 0 0 0
23.406 0 0 0 0
23.416 0 0 0 0
23.426 0 0 0 0
23.436 0 0 0 0
23.446 0 0 0 0
23.456 0 0 0 0
23.466 0 0 0 0
23.476 0 0 0 0
23.486 0 0 0 0
23.496 0 0 0 0
23.506 0 0 0 0
23.516 0 0 0 0
23.526 0 0 0 0
23.536 0 0 0 0
23.546 0 0 0 0
23.556 0 0 0 0
23.566 0 0 0 0
23.577 0 0 0 0
23.587 0 0 0 0
23.597 0 0 0 0
23.607 0 0 0 0
23.617 0 0 0 0
23.626 0 0 0 0
23.636 0 0 0 0
23.646 0 0 0 0
23.656 0 0 0 0
23.666 0 0 0 0
23.676 0 0 0 0
23.686 0 0 0 0
23.696 0 0 0 0
23.706 0 0 0 0
23.716 0 0 0 0
23.726 0 0 0 0
23.736 0 0 0 0
23.746 0 0 0 0
23.756 0 0 0 0
23.766 0 0 0 0
23.776 0 0 0 0
23.786 0 0 0 0
23.796 0 0 0 0
23.806 0 0 0 0
23.816 0 0 0 0
23.826 0 0 0 0
23.836 0 0 0 0
23.846 0 0 0 0
23.856 0 0 0 0
23.866 0 0 0 0
23.876 0 0 0 0
23.886 0 0 0 0
23.896 0 0 0 0
23.906 0 0 0 0
23.916 0 0 0 0
23.926 0 0 0 0
23.936 0 0 0 0
23.946 0 0 0 0
23.956 0 0 0 0
23.966 0 0 0 0
23.976 0 0 0 0
23.986 0 0 0 0
23.996 0 0 0 0
24.006 0 0 0 0
24.016 0 0 0 0
24.026 0 0 0 0
24.036 0 0 0 0
24.046 0 0 0 0
24.056 0 0 0 0
24.066 0 0 0 0
24.076 0 0 0 0
24.086 0 0 0 0
24.096 0 0 0 0
24.106 0 0 0 0
24.116 0 0 0 0
24.126 0 0 0 0
24.136 0 0 0 0
24.146 0 0 0 0
24.156 0 0 0 0
24.166 0 0 0 0
24.176 0 0 0 0
24.186 0 0 0 0
24.196 0 0 0 0
24.206 0 0 0 0
24.216 0 0 0 0
24.226 0 0 0 0
24.236 0 0 0 0
24.246 0 0 0 0
24.256 0 0 0 0
24.266 0 0 0 0
24.276 0 0 0 0
24.286 0 0 0 0
24.296 0 0 0 0
24.306 0 0 0 0
24.316 0 0 0 0
24.326 0 0 0 0
24.336 0 0 0 0
24.346 0 0 0 0
24.356 0 0 0 0
24.366 0 0 0 0
24.376 0 0 0 0
24.386 0 0 0 0
24.396 0 0 0 0
24.406 0 0 0 0
24.416 0 0 0 0
24.426 0 0 0 0
24.436 0 0 0 0
24.446 0 0 0 0
24.456 0 0 0 0
24.466 0 0 0 0
24.476 0 0 0 0
24.486 0 0 0 0
24.496 0 0 0 0
24.506 0 0 0 0
24.516 0 0 0 0
24.526 0 0 0 0
24.536 0 0 0 0
24.546 0 0 0 0
24.556 0 0 0 0
24.566 0 0 0 0
24.576 0 0 0 0
24.586 0 0 0 0
24.596 0 0 0 0
24.606 0 0 0 0
24.616 0 0 0 0
24.626 0 0 0 0
24.636 0 0 0 0
24.646 0 0 0 0
24.656 0 0 0 0
24.666 0 0 0 0
24.676 0 0 0 0
24.686 0 0 0 0
24.696 0 0 0 0
24.706 0 0 0 0
24.716 0 0 0 0
24.726 0 0 0 0
24.736 0 0 0 0
24.746 0 0 0 0
24.756 0 0 0 0
24.766 0 0 0 0
24.776 0 0 0 0
24.786 0 0 0 0
24.796 0 0 0 0
24.806 0 0 0 0
24.816 0 0 0 0
24.826 0 0 0 0
24.836 0 0 0 0
24.846 0 0 0 0
24.856 0 0 0 0
24.866 0 0 0 0
24.876 0 0 0 0
24.886 0 0 0 0
24.896 0 0 0 0
24.906 0 0 0 0
24.916 0 0 0 0
24.926 0 0 0 0
24.936 0 0 0 0
24.946 0 0 0 0
24.956 0 0 0 0
24.966 0 0 0 0
24.976 0 0 0 0
24.986 0 0 0 0
24.996 0 0 0 0
25.006 0 0 0 0
25.016 0 0 0 0
25.026 0 0 0 0
25.036 0 0 0 0
25.046 0 0 0 0
25.056 0 0 0 0
25.066 0 0 0 0
25.076 0 0 0 0
25.086 0 0 0 0
25.096 0 0 0 0
25.106 0 0 0 0
25.116 0 0 0 0
25.126 0 0 0 0
25.136 0 0 0 0
25.146 0 0 0 0
25.156 0 0 0 0
25.166 0 0 0 0
25.176 0 0 0 0
25.186 0 0 0 0
25.197 0 0 0 0
25.207 0 0 0 0
25.217 0 0 0 0
25.227 0 0 0 0
25.237 0 0 0 0
25.247 0 0 0 0
25.256 0 0 0 0
25.266 0 0 0 0
25.276 0 0 0 0
25.286 0 0 0 0
